0	10	0	0.00123047	16	-0.159164	32	0.0060614	-8208	-9.7835
1	10	1	0.00246093	56	-0.109983	48	0.0251149	-8192	-9.76436
2	10	2	0.0036914	88	-0.0706373	96	0.0822755	-8248	-9.83135
3	10	3	0.00492187	12	-0.164083	44	0.0203515	-8200	-9.77393
4	10	4	0.00615233	16	-0.159164	12	-0.0177555	-8172	-9.74044
5	10	5	0.0073828	48	-0.119819	64	0.0441684	-8152	-9.71651
6	10	6	0.00861326	-4	-0.183755	32	0.0060614	-8184	-9.75479
7	10	7	0.00984373	-4	-0.183755	72	0.0536952	-8312	-9.90791
8	11	0	0.0110742	4	-0.173919	64	0.0441684	-8256	-9.84092
9	11	1	0.0123047	64	-0.100146	32	0.0060614	-8192	-9.76436
10	11	2	0.0135351	8	-0.169001	36	0.0108248	-8200	-9.77393
11	11	3	0.0147656	24	-0.149328	72	0.0536952	-8240	-9.82178
12	11	4	0.0159961	16	-0.159164	80	0.063222	-8232	-9.81221
13	11	5	0.0172265	4	-0.173919	40	0.0155882	-8232	-9.81221
14	11	6	0.018457	40	-0.129655	24	-0.00346536	-8168	-9.73565
15	11	7	0.0196875	32	-0.139492	64	0.0441684	-8180	-9.75001
16	12	0	0.0209179	32	-0.139492	48	0.0251149	-8248	-9.83135
17	12	1	0.0221484	32	-0.139492	48	0.0251149	-8240	-9.82178
18	12	2	0.0233789	-4	-0.183755	16	-0.0129921	-8200	-9.77393
19	12	3	0.0246093	8	-0.169001	48	0.0251149	-8208	-9.7835
20	12	4	0.0258398	4	-0.173919	64	0.0441684	-8168	-9.73565
21	12	5	0.0270703	-16	-0.19851	64	0.0441684	-8192	-9.76436
22	12	6	0.0283007	4	-0.173919	40	0.0155882	-8264	-9.85049
23	12	7	0.0295312	16	-0.159164	32	0.0060614	-8200	-9.77393
24	13	0	0.0307617	4	-0.173919	64	0.0441684	-8216	-9.79307
25	13	1	0.0319921	-32	-0.218182	72	0.0536952	-8224	-9.80264
26	13	2	0.0332226	16	-0.159164	96	0.0822755	-8216	-9.79307
27	13	3	0.0344531	-12	-0.193592	72	0.0536952	-8240	-9.82178
28	13	4	0.0356835	-12	-0.193592	16	-0.0129921	-8208	-9.7835
29	13	5	0.036914	-4	-0.183755	16	-0.0129921	-8224	-9.80264
30	13	6	0.0381445	0	-0.178837	16	-0.0129921	-8216	-9.79307
31	13	7	0.0393749	4	-0.173919	64	0.0441684	-8268	-9.85528
32	14	0	0.0406054	8	-0.169001	40	0.0155882	-8268	-9.85528
33	14	1	0.0418359	48	-0.119819	28	0.00129802	-8196	-9.76915
34	14	2	0.0430663	-8	-0.188673	80	0.063222	-8200	-9.77393
35	14	3	0.0442968	12	-0.164083	56	0.0346417	-8208	-9.7835
36	14	4	0.0455273	-56	-0.247692	64	0.0441684	-8180	-9.75001
37	14	5	0.0467577	-40	-0.228019	88	0.0727487	-8260	-9.84571
38	14	6	0.0479882	-16	-0.19851	88	0.0727487	-8232	-9.81221
39	14	7	0.0492187	-32	-0.218182	96	0.0822755	-8208	-9.7835
40	15	0	0.0504491	-28	-0.213264	24	-0.00346536	-8192	-9.76436
41	15	1	0.0516796	-48	-0.237855	56	0.0346417	-8168	-9.73565
42	15	2	0.0529101	-8	-0.188673	88	0.0727487	-8224	-9.80264
43	15	3	0.0541405	-36	-0.223101	72	0.0536952	-8224	-9.80264
44	15	4	0.055371	-16	-0.19851	72	0.0536952	-8168	-9.73565
45	15	5	0.0566015	8	-0.169001	80	0.063222	-8208	-9.7835
46	15	6	0.0578319	-48	-0.237855	56	0.0346417	-8248	-9.83135
47	15	7	0.0590624	16	-0.159164	96	0.0822755	-8216	-9.79307
48	15	8	0.0602929	-12	-0.193592	80	0.063222	-8176	-9.74522
49	16	0	0.0615233	-16	-0.19851	96	0.0822755	-8208	-9.7835
50	16	1	0.0627538	-8	-0.188673	80	0.063222	-8208	-9.7835
51	16	2	0.0639843	-40	-0.228019	64	0.0441684	-8232	-9.81221
52	16	3	0.0652147	-8	-0.188673	56	0.0346417	-8216	-9.79307
53	16	4	0.0664452	-8	-0.188673	104	0.0918022	-8208	-9.7835
54	16	5	0.0676756	0	-0.178837	88	0.0727487	-8224	-9.80264
55	16	6	0.0689061	-12	-0.193592	88	0.0727487	-8224	-9.80264
56	16	7	0.0701366	-4	-0.183755	104	0.0918022	-8168	-9.73565
57	17	0	0.071367	20	-0.154246	104	0.0918022	-8208	-9.7835
58	17	1	0.0725975	8	-0.169001	128	0.120383	-8232	-9.81221
59	17	2	0.073828	0	-0.178837	120	0.110856	-8208	-9.7835
60	17	3	0.0750584	4	-0.173919	112	0.101329	-8172	-9.74044
61	17	4	0.0762889	32	-0.139492	88	0.0727487	-8224	-9.80264
62	17	5	0.0775194	12	-0.164083	104	0.0918022	-8232	-9.81221
63	17	6	0.0787498	-8	-0.188673	80	0.063222	-8176	-9.74522
64	17	7	0.0799803	16	-0.159164	104	0.0918022	-8188	-9.75958
65	18	0	0.0812108	32	-0.139492	80	0.063222	-8232	-9.81221
66	18	1	0.0824412	28	-0.14441	104	0.0918022	-8252	-9.83614
67	18	2	0.0836717	12	-0.164083	80	0.063222	-8248	-9.83135
68	18	3	0.0849022	0	-0.178837	72	0.0536952	-8216	-9.79307
69	18	4	0.0861326	32	-0.139492	88	0.0727487	-8248	-9.83135
70	18	5	0.0873631	48	-0.119819	96	0.0822755	-8208	-9.7835
71	18	6	0.0885936	32	-0.139492	88	0.0727487	-8200	-9.77393
72	18	7	0.089824	-12	-0.193592	108	0.0965656	-8208	-9.7835
73	19	0	0.0910545	12	-0.164083	124	0.115619	-8256	-9.84092
74	19	1	0.092285	48	-0.119819	96	0.0822755	-8192	-9.76436
75	19	2	0.0935154	48	-0.119819	88	0.0727487	-8216	-9.79307
76	19	3	0.0947459	36	-0.134574	96	0.0822755	-8224	-9.80264
77	19	4	0.0959764	-8	-0.188673	88	0.0727487	-8276	-9.86485
78	19	5	0.0972068	-4	-0.183755	108	0.0965656	-8232	-9.81221
79	19	6	0.0984373	64	-0.100146	112	0.101329	-8208	-9.7835
80	19	7	0.0996678	20	-0.154246	72	0.0536952	-8260	-9.84571
81	20	0	0.100898	32	-0.139492	88	0.0727487	-8200	-9.77393
82	20	1	0.102129	40	-0.129655	120	0.110856	-8232	-9.81221
83	20	2	0.103359	20	-0.154246	120	0.110856	-8232	-9.81221
84	20	3	0.10459	32	-0.139492	96	0.0822755	-8192	-9.76436
85	20	4	0.10582	0	-0.178837	88	0.0727487	-8224	-9.80264
86	20	5	0.107051	20	-0.154246	72	0.0536952	-8164	-9.73087
87	20	6	0.108281	-24	-0.208346	64	0.0441684	-8200	-9.77393
88	20	7	0.109512	40	-0.129655	88	0.0727487	-8224	-9.80264
89	21	0	0.110742	0	-0.178837	48	0.0251149	-8248	-9.83135
90	21	1	0.111972	-12	-0.193592	40	0.0155882	-8188	-9.75958
91	21	2	0.113203	8	-0.169001	72	0.0536952	-8204	-9.77872
92	21	3	0.114433	56	-0.109983	68	0.0489318	-8192	-9.76436
93	21	4	0.115664	8	-0.169001	56	0.0346417	-8208	-9.7835
94	21	5	0.116894	-4	-0.183755	56	0.0346417	-8208	-9.7835
95	21	6	0.118125	4	-0.173919	80	0.063222	-8256	-9.84092
96	21	7	0.119355	-16	-0.19851	48	0.0251149	-8224	-9.80264
97	21	8	0.120586	16	-0.159164	56	0.0346417	-8192	-9.76436
98	21	9	0.121816	36	-0.134574	64	0.0441684	-8164	-9.73087
99	22	0	0.123047	0	-0.178837	48	0.0251149	-8248	-9.83135
100	22	1	0.124277	-12	-0.193592	40	0.0155882	-8188	-9.75958
101	22	2	0.125508	8	-0.169001	72	0.0536952	-8204	-9.77872
102	22	3	0.126738	56	-0.109983	68	0.0489318	-8192	-9.76436
103	22	4	0.127969	8	-0.169001	56	0.0346417	-8208	-9.7835
104	22	5	0.129199	-4	-0.183755	56	0.0346417	-8208	-9.7835
105	22	6	0.130429	4	-0.173919	80	0.063222	-8256	-9.84092
106	22	7	0.13166	-16	-0.19851	48	0.0251149	-8224	-9.80264
107	22	8	0.13289	16	-0.159164	56	0.0346417	-8192	-9.76436
108	22	9	0.134121	36	-0.134574	64	0.0441684	-8164	-9.73087
109	23	0	0.135351	4	-0.173919	72	0.0536952	-8192	-9.76436
110	23	1	0.136582	48	-0.119819	104	0.0918022	-8208	-9.7835
111	23	2	0.137812	8	-0.169001	48	0.0251149	-8208	-9.7835
112	23	3	0.139043	8	-0.169001	48	0.0251149	-8180	-9.75001
113	23	4	0.140273	48	-0.119819	64	0.0441684	-8216	-9.79307
114	23	5	0.141504	24	-0.149328	64	0.0441684	-8176	-9.74522
115	23	6	0.142734	16	-0.159164	64	0.0441684	-8164	-9.73087
116	23	7	0.143965	-48	-0.237855	64	0.0441684	-8224	-9.80264
117	24	0	0.145195	32	-0.139492	64	0.0441684	-8224	-9.80264
118	24	1	0.146425	-40	-0.228019	48	0.0251149	-8224	-9.80264
119	24	2	0.147656	-12	-0.193592	104	0.0918022	-8192	-9.76436
120	24	3	0.148886	-40	-0.228019	64	0.0441684	-8248	-9.83135
121	24	4	0.150117	-40	-0.228019	40	0.0155882	-8216	-9.79307
122	24	5	0.151347	-24	-0.208346	28	0.00129802	-8240	-9.82178
123	24	6	0.152578	-20	-0.203428	40	0.0155882	-8216	-9.79307
124	25	0	0.153808	-24	-0.208346	48	0.0251149	-8232	-9.81221
125	25	1	0.155039	-4	-0.183755	12	-0.0177555	-8200	-9.77393
126	25	2	0.156269	-40	-0.228019	24	-0.00346536	-8240	-9.82178
127	25	3	0.1575	-4	-0.183755	96	0.0822755	-8216	-9.79307
128	25	4	0.15873	-24	-0.208346	16	-0.0129921	-8216	-9.79307
129	25	5	0.159961	-28	-0.213264	44	0.0203515	-8240	-9.82178
130	25	6	0.161191	-4	-0.183755	64	0.0441684	-8248	-9.83135
131	25	7	0.162422	-40	-0.228019	52	0.0298783	-8224	-9.80264
132	26	0	0.163652	-24	-0.208346	-12	-0.0463358	-8208	-9.7835
133	26	1	0.164882	-4	-0.183755	88	0.0727487	-8176	-9.74522
134	26	2	0.166113	-24	-0.208346	28	0.00129802	-8188	-9.75958
135	26	3	0.167343	-32	-0.218182	72	0.0536952	-8224	-9.80264
136	26	4	0.168574	-16	-0.19851	88	0.0727487	-8224	-9.80264
137	26	5	0.169804	-12	-0.193592	44	0.0203515	-8200	-9.77393
138	26	6	0.171035	12	-0.164083	4	-0.0272823	-8216	-9.79307
139	26	7	0.172265	-4	-0.183755	40	0.0155882	-8184	-9.75479
140	27	0	0.173496	-16	-0.19851	56	0.0346417	-8208	-9.7835
141	27	1	0.174726	-16	-0.19851	44	0.0203515	-8216	-9.79307
142	27	2	0.175957	-8	-0.188673	88	0.0727487	-8192	-9.76436
143	27	3	0.177187	-12	-0.193592	56	0.0346417	-8224	-9.80264
144	27	4	0.178418	8	-0.169001	56	0.0346417	-8176	-9.74522
145	27	5	0.179648	-24	-0.208346	72	0.0536952	-8200	-9.77393
146	27	6	0.180879	24	-0.149328	80	0.063222	-8248	-9.83135
147	27	7	0.182109	24	-0.149328	80	0.063222	-8192	-9.76436
148	28	0	0.183339	40	-0.129655	96	0.0822755	-8208	-9.7835
149	28	1	0.18457	8	-0.169001	56	0.0346417	-8216	-9.79307
150	28	2	0.1858	-4	-0.183755	80	0.063222	-8240	-9.82178
151	28	3	0.187031	-12	-0.193592	48	0.0251149	-8200	-9.77393
152	28	4	0.188261	-4	-0.183755	72	0.0536952	-8224	-9.80264
153	28	5	0.189492	0	-0.178837	56	0.0346417	-8216	-9.79307
154	28	6	0.190722	4	-0.173919	72	0.0536952	-8148	-9.71173
155	28	7	0.191953	-4	-0.183755	112	0.101329	-8180	-9.75001
156	29	0	0.193183	40	-0.129655	72	0.0536952	-8168	-9.73565
157	29	1	0.194414	48	-0.119819	80	0.063222	-8192	-9.76436
158	29	2	0.195644	-12	-0.193592	72	0.0536952	-8208	-9.7835
159	29	3	0.196875	56	-0.109983	64	0.0441684	-8252	-9.83614
160	29	4	0.198105	-12	-0.193592	72	0.0536952	-8208	-9.7835
161	29	5	0.199336	36	-0.134574	80	0.063222	-8240	-9.82178
162	29	6	0.200566	24	-0.149328	112	0.101329	-8176	-9.74522
163	29	7	0.201796	20	-0.154246	88	0.0727487	-8240	-9.82178
164	30	0	0.203027	-8	-0.188673	100	0.0870388	-8216	-9.79307
165	30	1	0.204257	0	-0.178837	52	0.0298783	-8256	-9.84092
166	30	2	0.205488	32	-0.139492	88	0.0727487	-8192	-9.76436
167	30	3	0.206718	-4	-0.183755	80	0.063222	-8256	-9.84092
168	30	4	0.207949	56	-0.109983	72	0.0536952	-8208	-9.7835
169	30	5	0.209179	8	-0.169001	64	0.0441684	-8236	-9.817
170	30	6	0.21041	48	-0.119819	48	0.0251149	-8232	-9.81221
171	30	7	0.21164	-12	-0.193592	104	0.0918022	-8208	-9.7835
172	31	0	0.212871	0	-0.178837	72	0.0536952	-8236	-9.817
173	31	1	0.214101	28	-0.14441	56	0.0346417	-8216	-9.79307
174	31	2	0.215332	40	-0.129655	72	0.0536952	-8192	-9.76436
175	31	3	0.216562	48	-0.119819	104	0.0918022	-8224	-9.80264
176	31	4	0.217793	4	-0.173919	60	0.0394051	-8208	-9.7835
177	31	5	0.219023	-12	-0.193592	112	0.101329	-8284	-9.87442
178	31	6	0.220253	-40	-0.228019	72	0.0536952	-8216	-9.79307
179	31	7	0.221484	72	-0.09031	72	0.0536952	-8200	-9.77393
180	32	0	0.222714	48	-0.119819	88	0.0727487	-8252	-9.83614
181	32	1	0.223945	20	-0.154246	104	0.0918022	-8232	-9.81221
182	32	2	0.225175	24	-0.149328	88	0.0727487	-8232	-9.81221
